n,r,network_nr,network,gene_tree
40,10,364,"(((((((h,((d1)#C,g)),(#C,f)))#F,((((o,((i)#B,k1)),v),z),(e,a1))),((((((((((f1,r),t))#A,n1))#H,(e1,s)))#G,(#A,((((l)#D,(m1,q)),m),((x)#I,(#B,(c1,(#F,n))))))),(#D,(#I,(l1,u)))),((#H,(y,((h1,b1),(#G,((g1)#J,i1))))),(p,j1)))),((d,w),a)),((j)#E,((c,(#J,k)),(#E,b))))","(((((w,p),(a,b)),(k1,f)),h),((((((q,(n,t)),g1),(g,j1)),b1),((d1,e),(m,r))),(((((((h1,k),((c1,o),(j,s))),(x,m1)),((c,(f1,a1)),(l,(l1,e1)))),n1),(i,z)),((u,d),(y,(v,i1))))))"
40,10,365,"(((((((((b,((e1)#E,((c)#I,h))))#G,q))#A,r),(((f,o),((b1)#F,((u)#B,i1))),(((m1,z),c1),((e)#D,(#F,d))))),j),(((g,h1),n),(#E,(#D,(#A,(w,(a1,d1))))))),(((#G,((((((#I,(s,y)),(g1,p)),((f1)#J,(m,(#B,i)))))#H,((l,n1),(#H,((#J,k1),k)))),j1)))#C,((v,l1),(x,(t,(#C,a))))))","(((v,(w,k)),(((((s,((f,(d,i)),(g,l))),((h1,a1),e)),(y,q)),((l1,(g1,n1)),((h,e1),((b,c),o)))),((n,(c1,t)),(k1,(j,j1))))),(((((u,m),r),((p,d1),x)),(b1,(i1,f1))),((m1,a),z)))"
40,10,366,"((u)#G,((((((((c1,((i)#E,y)))#J,n))#C,((((((a1)#A,e))#F,v))#I,d1)),(#I,(c,((d)#H,q)))),(((r,i1),w),(((b1,z),((h)#B,l)),b))),(((#H,m),((#B,f1),((f,p),(#J,o)))),(#F,((((h1,e1),((g1)#D,((m1,(g,((a,x),s))),(#G,(j1,j))))),(k,((#C,(#D,t)),(#A,k1)))),(l1,(#E,n1)))))))","(((((((((t,b),d1),m),(w,a)),(h,((j1,i),m1))),p),((((n1,((l1,e1),n)),(x,d)),((g,s),((z,k),(f1,i1)))),(h1,(u,o)))),(((e,(c1,f)),q),(((v,(g1,c)),((b1,j),l)),(k1,(y,r))))),a1)"
40,10,367,"(((i1,((q)#B,r)),(((((l,((((((((f)#E,b))#G,((l1)#C,b1)),a),(a1,(g1,((n1)#I,((e,x),z))))))#J,((t)#D,k))),v),(((#B,c))#F,h)),p),((y)#A,(#D,j)))),(((((#G,(#C,((#I,(e1,n)),(i,o)))))#H,((d,(g,k1)),(m,(#E,((s,(u,d1)),h1))))),(#J,((#F,w),(j1,f1)))),(#A,(c1,(#H,m1)))))","(((((i1,g),(x,(b1,d))),((c1,m1),h1)),((e,(((r,((e1,(n1,y)),t)),k1),j)),((v,(d1,(w,o))),(j1,(k,l))))),((((u,(((p,f),q),z)),((a1,h),(n,m))),(l1,((f1,(g1,b)),s))),((i,a),c)))"
40,10,368,"(((((y,((c)#C,(m,((f1)#J,l)))),((k,((((l1)#F,g))#G,((#J,m1),i))),z)))#I,(((((b1,(((#C,n1))#H,j)),((q)#B,n)),(#H,(i1,(#F,a1)))))#A,((f,(((e1,r))#E,(((u,x))#D,v))),(#G,d1)))),(#I,(((((t,(((#B,o),(#A,c1)),h1)),w),((k1,d),a)),(j1,(e,(#E,b)))),((#D,((g1,s),h)),p))))","(((c,e1),((((w,a),n1),(((z,q),(m,v)),(n,h))),((((j,b1),y),(d1,g)),(l,(o,j1))))),((((e,t),x),((i,k),(((a1,f1),((u,i1),f)),((g1,m1),l1)))),(((((c1,r),h1),(k1,p)),d),(s,b))))"
40,10,369,"(((((h,(((((((f1,a))#I,e1))#F,j))#B,k1)),((((c1)#J,((r)#E,(o,x))),n),((k,v),z))),(n1,d)),(((#F,((i,g1),(#J,((t)#A,y)))))#G,((((((l,f),((c,((b)#C,b1)),p)),(#A,u)))#H,a1),(#B,((((m,h1),(#E,((#I,j1),(((i1,s))#D,e)))),(#G,l1)),(((d1,w),(#C,q)),(#H,(#D,m1)))))))),g)","(((k1,(g1,((f1,n),q))),((((y,(k,w)),(a1,(j,(h,d1)))),((((b,((j1,t),(l,(a,o)))),((e,z),g)),((c,h1),(b1,m1))),((s,u),((p,r),d)))),(((c1,(n1,i)),l1),((m,f),(x,i1))))),(v,e1))"
40,10,370,"((((a1,((((l1)#F,(f1,((s)#C,((#C,y),(h1,j))))))#B,(((n1,q))#D,(r,(g1,g))))))#H,(w,((o,(((((#F,f))#I,(#D,x)))#J,m)),((((#J,a))#G,(#I,((t,((d)#E,l)),((#B,((k,i1),(v,d1))),((e)#A,b))))),(#E,(k1,c)))))),((((m1,(i,(#H,e1))),((p,c1),(h,z))),j1),(#G,((#A,b1),(n,u)))))","((((c1,h1),(g,((((w,(b,a1)),((f,m1),e)),a),x))),((((q,(d1,i1)),(v,p)),(k,i)),e1)),((((r,j),(((k1,g1),(d,y)),h)),(o,b1)),(((((s,(((((j1,n1),t),f1),z),l)),u),n),(c,m)),l1)))"
40,10,371,"((d1,m),((((((t)#F,i))#I,n1))#A,(((((e1,h),d),((((b1)#H,(g,w)),f),(((((s,f1),(l,(#I,r))),o),u),(((((k1,(((q,(j,g1)))#G,b)))#D,v),((n,(((#F,h1))#C,l1)),(z,k))),(m1,(#A,(#G,i1))))))))#E,((((c1,c),j1),(#D,(((#H,(p,(#E,(a1,((e)#B,y))))))#J,a))),(#J,(#C,(#B,x)))))))","(((c,(((w,t),(j,c1)),(q,n1))),((e,((e1,(l,i1)),b1)),((f,i),k1))),((((m,y),(v,(((b,p),d1),(f1,u)))),m1),((a,(k,j1)),(((o,(h,r)),(((z,s),d),(n,a1))),((g1,(l1,h1)),(x,g))))))"
40,10,372,"(((((y,((o)#D,i1)),z),(((j)#H,e1),(((((#H,((((((r)#C,((q,i),g1)))#I,(k1,((t)#G,f1))))#J,w)))#F,(a1,((u,(m,v)),d1))))#A,c1))),(((#I,(#F,(h,((e,(n1,m1)),p)))))#B,((#J,(#B,((h1,(#G,l)),(g,d)))),(((#C,(n,((b,j1),(#D,(c,f))))))#E,(#A,(#E,((b1,x),((s,k),l1)))))))),a)","(((l1,((f1,w),b1)),((((t,b),f),(a,(j1,c1))),i1)),((((k1,g),(k,(n,v))),m1),((((z,x),(e,l)),d1),((((((r,y),h),(c,p)),(j,a1)),(((e1,g1),(q,(((n1,s),m),(i,(o,d))))),h1)),u))))"
40,10,373,"((((g,i),(h,(((e,f))#D,x))),((#D,p),y)),(((t,(l1,c)),(((s,((((((q)#C,g1))#G,((((c1)#F,((a1)#E,d)))#B,o)))#A,(#B,k1))),((l,k),(((b,n1),(((v,j))#I,((e1)#H,m))),((b1,(#E,(#F,(#C,i1)))),(f1,(((r,(#A,(#G,d1))))#J,(h1,n))))))),j1)),(((#I,(m1,(#H,u))),z),((#J,a),w))))","((((l1,v),((((m,x),((d,k),(n,(((g1,((y,f1),r)),(n1,h)),(a1,w))))),i1),((((((m1,(c,z)),l),h1),(d1,f)),(q,(e,o))),(e1,((j1,((((g,a),(p,b)),t),c1)),(j,k1)))))),(b1,i)),(u,s))"
40,10,374,"((((j1)#C,(((l1,i),((e,v),k1)),f1)),(b1,((t,((x)#H,(z,n1))),(((q,p))#J,((f,(j,(((a,(((((((((a1,((u)#A,(m1,s))),(e1,c1)))#D,c))#E,(#J,(m,(((#H,(o,g)))#G,(d1,n))))),((r)#I,((h1,b),h))))#B,g1)))#F,w))),(#G,((#E,d),(#C,i1)))))))),(#B,((#A,(#D,((#I,l),(#F,k)))),y)))","(((((((b1,(l,o)),(z,g)),(r,u)),(j1,b)),(k,(a,x))),(((f,s),((((q,g1),(j,f1)),y),l1)),((((v,(p,n1)),(((d,m1),((m,h1),((w,i1),c1))),e1)),d1),(t,k1)))),((((e,h),a1),n),(i,c)))"
40,10,375,"((t)#J,(((n1)#B,(((((p,b))#G,((r)#D,(z,(#G,(l1,((s,((i1)#A,a)),(w,g))))))),((h1,c1),((e,h),((g1)#I,((u)#E,(#J,k1)))))),(((m1,(n,k)))#C,j1))),((((#A,((f,c),(o,((#I,i),(d,y))))),(d1,(m,b1))),(((#C,((f1)#F,j)),(#B,(#E,v))),((a1)#H,(x,(#H,(#D,e1)))))),((#F,q),l))))","((((((f,e),(k1,q)),n),((k,a),b)),(l1,((c,(m,(y,m1))),((o,(g1,h)),g)))),((i,(r,e1)),(((x,d),(h1,(a1,j))),(((l,w),u),((((v,(t,n1)),j1),p),(b1,(((s,z),((i1,c1),d1)),f1)))))))"
40,10,376,"((((((e,f1),((a1)#H,((((l1)#G,j))#J,(j1,c)))))#C,(((v,(#J,d)))#D,(y,w))),h),((((((((o,g),h1),r),(#G,((e1,n),g1))))#I,(m1,((x,(((((#C,(((u,i1))#F,k)))#E,((b,(#D,a)),(((m)#A,(#A,l)),i))))#B,n1)),p))),(#B,((#H,f),(#I,(d1,((q,b1),z)))))),(c1,(((#F,k1),(#E,t)),s))))","((((h1,(t,y)),((u,h),j1)),(((l1,w),(l,((d,f),((a,g1),(f1,q))))),(((z,k),d1),((v,x),c)))),((((o,b1),(((j,k1),c1),(i,g))),(n,s)),(((a1,e),(m1,((p,(b,m)),(n1,e1)))),(i1,r))))"
40,10,377,"((((s,((h)#I,(n,i))),g),((((c1,a1),(((v,q),(((e,t))#B,((b)#E,(j,((((k1)#J,((((d1,b1),(i1,((k)#A,l))))#H,y)))#C,(x,(((p,e1))#G,m))))))),z)),n1),((w)#D,((#A,(#D,f1)),((#E,c),(((#B,u),(r,(#I,a))),(#J,(#H,o)))))))),((#G,((((f,m1),(g1,j1)))#F,d)),(#F,(h1,(#C,l1)))))","((((f,(c,g)),(v,((n,(o,d1)),d))),((l1,e),(i,m1))),((((j1,u),h),(((s,e1),b),(t,m))),((((a,q),((w,n1),b1)),(z,((a1,k),k1))),((y,(x,(p,f1))),((l,h1),(g1,((r,i1),(j,c1))))))))"
40,10,378,"(((((((m,o),((((d)#I,b))#H,(w,f))),((((t)#G,(e,n)))#C,(((u)#B,(#I,(f1,(((g,y))#D,a)))),(a1,(((i1,(((k1,l))#E,(((i,q))#F,p))),(#F,((c1)#J,(#B,j1)))),j))))),m1),((r)#A,(#H,g1))),(((#A,(l1,z)),((#D,(e1,(#J,v))),(#G,h))),(n1,c))),(#E,((#C,((x,s),d1)),((k,b1),h1))))","((r,((((n,j1),g),q),i1)),((((d,(h1,x)),e),((l1,((b1,(v,y)),f1)),(((((c1,k),t),z),((m1,h),m)),((s,i),(g1,(c,a)))))),(((w,f),((n1,((a1,l),b)),(j,(o,(d1,k1))))),((p,e1),u))))"
40,10,379,"((((((a)#F,(w,q)))#A,((r)#D,(((j1)#I,p),((i,x),e1)))),((((#I,i1))#B,(((((#F,d1))#J,m))#C,k)),((l1,((m1,((z)#H,c)),v)),(o,((f1,l),y))))),((((h1,s),(c1,(((k1)#E,u),(#C,(#B,b1))))),((h,j),(((#E,e))#G,b))),((#J,d),(#A,(((g1,((t,g),n)),(#G,((#D,(#H,n1)),f))),a1)))))","((((((((a,x),(((m1,s),(q,t)),p)),(f,z)),h1),((d,g),((b,i1),n))),((r,u),m)),b1),(((((v,l),(h,d1)),(y,(e1,(w,j1)))),((f1,j),((((c,i),(a1,n1)),((l1,k),e)),k1))),((g1,o),c1)))"
40,10,380,"(((((x,g),(h,f)),(((((g1)#E,y))#G,((t)#A,n)),(j1,((b1,c),(s,d))))),(p,(l,((e1)#F,((a)#I,e))))),((((d1)#B,k),((((#F,(j,(((i,((b,v),((o)#H,(#B,(z,(u,((k1)#J,m))))))))#C,l1))),(((#A,(m1,(#E,i1))))#D,w)),((#I,(#G,(#J,f1))),(#H,h1))),n1)),(#D,(#C,(a1,((r,c1),q))))))","(((((e1,v),o),((x,(l,(h,f))),((j1,k1),l1))),(((c,m1),((((f1,(a,(g1,i))),(c1,k)),n),((h1,y),(m,d1)))),(((q,u),(s,j)),(((w,((r,z),b)),(e,p)),((t,b1),g))))),(a1,((i1,n1),d)))"
40,10,381,"((j)#G,((((((i1)#I,m1),j1),((((((h)#C,f1),o),(h1,k1)))#F,(((#F,((q)#B,y)),(((v,e1),((((z)#E,g),(#C,(((f,(g1,k)))#H,(d,(e,u))))),n)),(#E,(r,(((((#I,c1))#D,(((w,(i,(l,(x,b)))))#A,a)))#J,(c,d1)))))),(#G,(#A,b1))))),(#B,(n1,s))),(((#J,m),(#H,a1)),(#D,(l1,(p,t))))))","((((((((g1,(k1,((e,c1),x))),(b1,h)),g),((n,i1),((i,f1),r))),((((l1,(t,z)),c),(f,l)),(j1,(n1,m1)))),(y,p)),((a1,(w,o)),(((((a,q),v),d),(((m,j),b),h1)),(k,e1)))),((s,d1),u))"
40,10,382,"(((e1)#E,((((n1)#I,((((((p)#C,(y,(((((s,a1),k),((u)#A,q)))#J,l1))),(#E,((b)#D,j1))))#G,a),((j,k1),x))),(#D,(#A,(((m,(c,d1)),v),((((h1,n))#H,e),(l,(f,f1))))))),(((((z,w))#F,b1),(((#G,i))#B,c1)),i1))),((#J,d),((#B,(#I,((t,r),(#C,(g1,g))))),(o,(#H,((#F,h),m1))))))","((((i1,t),(b1,d1)),((((g1,n),((v,((a1,r),p)),z)),((h1,(j,l1)),g)),(((x,c),k),(((b,l),(c1,d)),f1)))),(((s,(m,a)),(((k1,((((q,(u,y)),(w,n1)),m1),h)),(o,f)),e1)),((i,e),j1)))"
40,10,383,"(((((((((l1)#J,((d)#A,h)),g1),i1))#E,((((n1,c),(j,(e,((j1)#I,f)))),z),(((((b,b1))#H,a),(((d1,(t,(g,((o)#C,a1)))))#F,(y,(#I,(#E,n))))),(q,w)))),(k1,(i,f1))))#B,((((#C,((c1,((((e1,(#A,l)),(#F,((s)#D,m))))#G,(#D,(k,x)))),(#B,(v,(#J,u))))),m1),(#H,(h1,r))),(#G,p)))","(((((d1,(n,j1)),((e1,y),(i,j))),((f1,o),(b,m1))),((r,((l,c),(v,(x,g)))),(k,(k1,a1)))),((p,(c1,g1)),(((((t,s),d),(b1,u)),(((((z,l1),w),m),(a,h)),e)),(((f,h1),q),(i1,n1)))))"
40,10,384,"(((((((d1)#F,(f,(h1,e))),(((o,k1),((((u)#D,g1))#B,j1)),p)))#H,(((((t)#G,f1),b1),((((l)#E,c),((j)#A,r)),h)),b)))#J,(n1,((#H,(i1,(((m,(m1,((a)#I,(c1,((v,k),(#J,e1)))))),(#E,n)),(y,(q,z))))),((((#I,l1),(((#G,a1))#C,g)),(#B,(#C,w))),(#D,((d,x),(#F,((#A,i),s))))))))","(((p,((((q,x),(o,h)),(r,((l1,j),c))),((y,(a,(k,s))),(m1,u)))),(((b1,m),((f,n),((c1,w),g1))),(((j1,b),l),(((k1,(i,((a1,n1),z))),(h1,g)),(((t,i1),v),e1))))),(f1,(d1,(d,e))))"
40,10,385,"((((e)#A,(j,(((((((q)#B,n),e1))#F,(((#B,d1))#I,k1)))#E,((f)#D,w)))),(((c1)#C,j1),i1)),(#I,(((a,((r,(v,s)),((a1,(((x,k))#G,(t,h))),g))),(((((p)#J,((#E,l),(#A,(b1,z)))),((h1)#H,i)),(((m1,g1),m),(#D,(#C,(#J,(#G,(f1,(#F,(#H,l1))))))))),(b,y))),((n1,(o,d)),(u,c)))))","((((q,e),((i,(b1,t)),(((p,o),((x,((v,(a,n1)),c1)),((a1,k1),((l1,b),d1)))),(((z,g1),((j,s),w)),k)))),((n,j1),((((c,r),f),l),((y,m),((h1,m1),h))))),((g,f1),((i1,u),(d,e1))))"
40,10,386,"(((((k,g1),p),(((n1,((((a)#C,(b1,((((((r,(d,l)),((e1)#F,k1)),((u)#I,((b,(j1,i1)),h))),y))#B,h1))))#J,((d1,((((m1)#G,c))#E,g)),((l1)#H,x)))))#D,(e,f1))),(((f,((z)#A,m)),(s,(#E,(#J,(c1,o))))),(w,(#C,a1)))),((#D,((#I,(t,(#A,(v,j)))),(#G,q))),(#F,(#B,(n,(#H,i))))))","((((e,b),x),c),((h1,((e1,u),z)),((((((((j1,r),l1),v),j),i1),(n,(y,(s,g)))),(c1,(((k,g1),b1),l))),((((d1,(n1,(f,i))),((a,a1),k1)),((d,m1),((q,((p,w),f1)),o))),((h,t),m)))))"
40,10,387,"((((i,d1))#A,(h1,(x,m1))),((((((((k)#F,(l1,l)),z))#C,c1))#B,((((o,f1),(((u,g1),(r,((((b)#E,e1))#I,n1))),(((((b1,f),(#B,s)),(#F,(w,(#E,h)))))#H,(#C,(((((a1,d),e),(#H,v)))#J,q))))),t),((c)#D,((a)#G,(k1,(#G,(n,((#I,y),m)))))))),((#J,(j1,p)),(#D,((i1,(#A,g)),j)))))","((((q,l1),((((b,((j,p),r)),a),l),((((a1,m1),c),(e,g1)),((c1,h),u)))),(n1,(e1,f1))),(((((t,(f,h1)),(v,(b1,i1))),o),((y,i),(d,(s,w)))),(((x,(z,(m,(n,j1)))),(d1,k)),(k1,g))))"
40,10,388,"((((i1)#H,((m,(f1,(p,((((c)#D,i))#G,(((c1,u))#B,(t,j)))))),(m1,((((l1,(h1,x)),((((#G,(d1,g)),e),(#H,z)),d)))#I,(k,h))))))#E,(((#I,(#D,f)),(e1,((((r,((w)#C,n)),(#E,b)),(((k1,o))#J,g1)),((l)#F,(#B,(#J,((y,(q,s)),((#F,((n1)#A,v)),(a,(#A,a1)))))))))),((#C,j1),b1)))","(((n,(s,f1)),y),((((e1,c),(l1,e)),((f,((g,((o,b1),j)),(b,r))),(j1,k1))),((((d,u),n1),v),((a,h1),(((i,w),(a1,d1)),((((h,k),((c1,x),(z,(t,(q,m1))))),(g1,(l,(m,p)))),i1))))))"
40,10,389,"((((w)#C,(((((((e1)#J,j1),b1),y),(g1,h)))#I,g)))#F,((#I,((v,r),(((i,i1),((z)#A,n1)),((e,c1),(#A,(d,o)))))),((x)#D,((b)#B,((#D,(((((f,j),q),(((n)#H,(((k,h1),s),d1)),p)),(((#B,f1),(#C,m1)),(#H,((c,a1),((((k1,t),u))#G,l1))))),a)),(((#F,(#J,l)))#E,(#G,(#E,m))))))))","(((z,(((n1,(f,h)),((l1,(e1,(l,(r,i)))),(o,(f1,((s,a1),x))))),(y,(p,j)))),((((((((g,k1),e),(d1,n)),(k,c)),(u,(((v,m),(c1,a)),(g1,(m1,b))))),(d,i1)),(h1,t)),(w,(q,b1)))),j1)"
40,10,390,"(((((t,m),((j1)#D,a)),(c1,f)))#E,(((v,g1))#I,((((((((((#E,((y,i1),(((l1,((m1)#B,(h1,h))))#J,k))))#A,g))#G,(#I,c)))#C,((((k1,(#G,l)),(#C,i)))#F,x)),((f1,u),(#D,(#B,w)))),(p,((e1,(n1,a1)),((s)#H,r)))),(#J,((d1,(q,b1)),(#F,(#H,((#A,(n,(o,j))),((z,e),(b,d))))))))))","((c1,((((n,t),i1),a),(((m1,n1),(((d,f1),q),(j1,a1))),z))),((((s,g1),c),(r,(b1,(k,e1)))),(((j,o),((x,h),k1)),(w,((b,(i,(f,p))),((((g,m),h1),u),((((d1,y),l1),e),(v,l))))))))"
40,10,391,"(((((((((z)#I,(l1,u)),e),((n)#C,((((t,((((f1)#G,l))#F,(a,s))),(#C,(((g,(p,i)))#J,(#J,(v,a1))))),d),((c)#B,q)))),(c1,(((n1,h1))#E,(((r)#H,k1),(((((#E,(j1,k)),(d1,f)),m1))#A,o))))),(((m)#D,w),x)),(#D,((g1,(#H,y)),(#G,j)))),(#F,(#B,(b,((e1,b1),h))))),(#A,(#I,i1)))","((b1,(u,((i1,f),t))),((((r,(((c,(((j1,i),a),f1)),(((((y,(p,s)),(x,z)),l1),k),q)),(m,k1))),(g,(l,(e1,n1)))),(d1,v)),((o,g1),(w,((((e,h1),(h,(j,d))),(b,m1)),(n,(c1,a1)))))))"
40,10,392,"((c1,(((j)#I,((((f)#F,q),(b,f1)),(m,g1))),z)),((((h,((l)#D,e1)),(((h1,((k)#G,(((y,n))#A,(#G,s)))),((#A,n1),(#D,m1))),((k1,(j1,(a1,d1))),t))))#E,((d)#H,((((x,((i,r),(#E,u))),(((#F,v))#J,((p)#C,(#I,e)))))#B,((b1,(g,(#C,((#J,(#B,(#H,w))),(o,l1))))),(c,(a,i1)))))))","((((((d,(j,x)),g),(b1,j1)),(w,(i,f))),(((a1,i1),f1),(k,(e,r)))),((((v,(s,k1)),(o,(((e1,((m,a),u)),z),c))),(n,(l1,((t,(q,y)),(m1,c1))))),((p,(h,(d1,n1))),(((g1,l),b),h1))))"
40,10,393,"(((((g1,r),((q)#D,m)),((x)#B,(v,((s,e1),h)))))#A,((((a,((((l,b1),(((n,f1),t),((i1)#E,k))))#G,(((h1)#I,z),a1))))#F,((o,j),(e,j1))),((#A,(#D,((((#E,((l1)#J,(#I,((b)#C,(y,w))))),(#B,i)),(((p,d1))#H,(((c,n1),(k1,u)),(#F,m1)))),(c1,f)))),(#C,(#J,(#H,(d,(#G,g))))))))","((((e1,e),j),((((y,u),a),(t,(q,g1))),(l,w))),((s,c),(((((l1,i1),(n1,(k,a1))),(m,(k1,b1))),(d1,((z,(x,b)),((h1,(i,g)),(((v,p),n),(c1,(j1,r))))))),((h,(d,(o,m1))),(f1,f)))))"
40,10,394,"(((j1,((((((k1)#I,u),g),(((((a,((e)#A,g1)),l1),(((b1,x))#H,(r,e1))))#G,((h,f1),(((o,m1),d),(((#I,((a1)#C,h1)))#B,f))))))#F,(#H,t))))#E,(((((((#G,y))#J,(j,k)),((b)#D,((v,(w,(i,(l,n1)))),(((#D,d1),s),(#B,(#J,n)))))),(#F,((#A,c1),m))),((q,z),p)),(#E,(#C,(c,i1)))))","(((u,(((w,(j1,g)),l1),((((v,r),l),(((a,(j,i1)),(i,o)),(b,b1))),h1))),(((d,k1),(m1,(c1,n))),(h,n1))),((f,(s,f1)),(d1,(((((t,c),x),e1),(((k,a1),(p,(z,e))),((g1,m),q))),y))))"
40,10,395,"(((l1,((s)#I,(m1,(((g1,((w)#G,t)))#A,((c)#C,(a1,(l,u))))))),(((#C,((n)#B,d)))#J,(((f1,h1),((#G,n1),(((v,b))#D,(((#J,d1))#F,((#B,a),p))))),(#F,(c1,(#D,y)))))),((j1,((((((e1,(#A,q)),(i1,((o,f),(g,b1)))))#H,(e,(j,k1))),((i,(#H,r)),h)),m)),((z)#E,(k,(#I,(#E,x))))))","((((z,j),d),((((k1,b1),(y,t)),(a1,r)),(i1,(m1,s)))),(((e1,n1),((l,(d1,c)),(a,g1))),((((f,n),(e,h1)),(i,h)),((((q,(f1,o)),(((b,p),(w,(v,k))),(m,(u,x)))),((l1,g),c1)),j1))))"
40,10,396,"((((b)#H,w),((((((k)#B,i))#E,(d,g1)),((t)#F,u)),(e,(((n,(#H,((j1)#C,((r)#G,m)))))#J,j)))),((c,a),((z)#D,(#J,(((s,(((l1,(n1,(#F,m1))))#A,h)),(#C,((a1,k1),((p,(((q,v))#I,h1)),(f,(i1,(#G,l))))))),((#I,((c1,(#D,e1)),((d1,f1),y))),(#E,(o,((g,(#A,b1)),(#B,x))))))))))","((((((e,u),(((v,a),d),(((n1,z),(r,i1)),y))),h1),(s,a1)),((l,b1),f)),((((((q,h),((l1,w),(k,(t,e1)))),(m,o)),(k1,(p,b))),(j,((g,g1),f1))),((m1,n),(((d1,c1),(i,j1)),(c,x)))))"
40,10,397,"(((((d1,((((((g1)#C,((((b1,i1),u))#H,(((h1,f1))#D,t))))#I,(#C,(((#H,g))#F,((k1)#G,k)))))#B,(l,(e,m1)))),(((#I,h))#J,(x,((r)#E,(#E,f))))),(#J,(((e1,p),s),b))),((#D,n1),(((c,n),(o,j)),(q,w)))),(d,(#B,((z,(m,((j1,(y,a1)),(((c1,i))#A,(l1,v))))),(#A,(#F,(#G,a)))))))","(((((e1,(k1,n)),(((q,(((i,b1),h),y)),b),m)),((((x,g1),n1),(z,(p,(a,s)))),((i1,l),f))),(((o,u),((((m1,g),(j1,(a1,d1))),((((l1,(v,h1)),r),c1),(w,t))),c)),(k,(f1,e)))),(d,j))"
40,10,398,"(((((c1)#B,u),b1),(((f)#E,s),(m,(((e1,i1))#I,(l1,i))))),(((q)#G,((((h)#J,(((k)#C,(#C,l)),v)),((d1)#D,(((j1,w),(#G,(((o,(#J,b)))#H,r))),(f1,((h1)#F,(#E,g)))))),(m1,(#D,a)))),(((c,y))#A,(((k1,j),(#H,(((x,(#I,n1)),n),(z,g1)))),(((#A,d),(#B,(e,a1))),(t,(#F,p)))))))","((((((a,o),b),(e,t)),i),(((j1,((e1,(c,(y,l))),(r,b1))),((k1,m),(n1,p))),(((x,w),q),(((g1,l1),h1),(u,j))))),(((h,k),(v,m1)),((((a1,(g,s)),n),((f,d),(d1,z))),(i1,(c1,f1)))))"
40,10,399,"(((((k1)#H,(((i,((c1)#G,f1)))#J,z)),(#J,y)),((l)#D,((d)#A,a1))),(((((e,(#H,d1)),(t,n1)),((((b1)#E,j1),(((u,l1))#C,r)),(((#E,((#C,m),(n,(g,(#A,((m1)#F,q)))))))#B,(((v,x),j),(((p)#I,(h,b)),w))))),((#F,c),((#G,(#I,(e1,(#B,o)))),(f,a)))),((h1,(g1,(#D,k))),(s,i1))))","((u,((((s,(((f1,n1),n),(h1,(m,f)))),d),(x,((q,(j1,h)),(((e1,(g1,m1)),r),k)))),((z,v),((l1,w),a1)))),(((i,((b,b1),c1)),(i1,y)),(((a,(((l,o),e),t)),(k1,(j,g))),(c,(p,d1)))))"
60,15,400,"((((((((r1)#B,l))#A,((((((t1,((((j)#E,((f1,(n1,(i1,c2))),((d1)#N,f2))))#D,e)))#I,(v,z1)),m))#H,((h2)#K,(s1,h1)))),(((((g,f),n),(#H,(((l1)#J,((u,(#D,k1)),v1)),((b1)#F,o)))),(#F,p1)),(j1,(#K,(e1,((x)#C,(e2,a))))))))#M,(a1,((x1,q1),(y1,w)))),(((b2,((#C,(((t,(#I,(s,(a2,q)))))#L,k)),(#E,(#B,(c,m1))))),((y,u1),d2)),(((p,(g1,(w1,(((o1,g2))#O,b)))))#G,((#O,r),((c1,((#M,i),(#J,(#A,(#G,(d,z)))))),(#L,(#N,h)))))))","(((((n,f1),(d2,(o1,(i,v)))),(b2,(y,(u1,((t,((m1,a2),((i1,c),h2))),(k1,u)))))),((((q,(z,d1)),(((j1,p),(((f,e),j),(k,g2))),((g1,o),n1))),((v1,l),(y1,(((a,d),h1),z1)))),((((r1,g),p1),e1),(e2,(((f2,s1),r),b))))),((((s,w),(x1,((c2,t1),c1))),(a1,b1)),(((x,(h,w1)),m),(q1,l1))))"
60,15,401,"((((((a1)#E,(n,w1)))#H,(((((k1,((q)#G,(((m1)#L,(b2,(h2,s))),i1))),((a)#J,((v1)#O,(#H,z)))),(p,((s1)#M,(#J,(v,l))))),(f2,((w)#B,f))),((g1)#K,h))))#I,((((#E,b1),(d,(d1,c1))),((#G,((z1,(#O,x)),(c,r1))),((l1,(e,((((((t,o),(#L,y)))#C,((h1,((f1)#A,j1)),u1)))#F,(m,(((t1,(((y1,x1))#D,d2)))#N,k))))),(#N,(e2,g2))))),(((q1,(u,r)),((#D,(#I,a2)),(#C,(#A,(#M,n1))))),((c2,((e1,(b,(#K,p1))),i)),((#B,(o1,(#F,j))),g)))))","((((t1,(s,b2)),(p1,c)),((f1,o1),((b,(p,((g2,(x1,j1)),(g,c2)))),((f2,(y,a2)),o)))),((((h,k),k1),((((u1,((e1,z1),r1)),(v1,(e2,m))),(((m1,d),(h2,i1)),(w,((r,j),(d1,s1))))),((q1,((e,(z,((c1,a1),b1))),(n1,(l,x)))),(g1,(l1,((d2,a),(n,w1))))))),((i,(u,(y1,h1))),((t,(v,f)),q))))"
